user_id,item_id,rating,interaction_type,device,timestamp
1002.0,549,4.1,view,mobile_app,2024-01-28 13:14:11
1179.0,534,2.6,view,mobile_app,2024-04-28 01:35:15
1032.0,530,4.5,view,mobile_app,2024-02-04 14:42:33
1144.0,539,4.7,view,mobile_app,2024-03-22 14:39:52
1185.0,533,3.2,view,web,2024-04-19 17:28:57
1041.0,548,4.7,add_to_cart,mobile_app,2024-05-01 14:16:48
1064.0,541,1.5,view,web,2024-03-11 16:31:40
1062.0,518,3.4,view,web,2024-04-22 02:45:18
1061.0,518,2.4,view,mobile_app,2024-03-26 10:57:34
1021.0,509,3.3,view,mobile_app,2024-02-08 07:24:44
1040.0,546,4.1,view,web,2024-02-24 02:26:26
1085.0,535,4.9,purchase,mobile_app,2024-04-29 13:03:13
1108.0,525,4.4,view,mobile_app,2024-05-29 22:01:54
1196.0,537,5.0,purchase,mobile_app,2024-04-07 15:00:22
1077.0,549,3.3,add_to_cart,web,2024-04-09 13:34:47
1189.0,535,5.0,view,web,2024-06-03 07:31:14
1070.0,528,1.3,view,mobile_app,2024-05-04 00:24:21
1172.0,544,5.0,view,mobile_app,2024-04-13 23:10:53
1120.0,509,3.9,view,web,2024-06-08 17:01:58
1101.0,538,2.7,view,web,2024-05-24 21:01:05
1165.0,528,3.4,view,mobile_app,2024-02-04 14:11:03
1067.0,525,4.4,add_to_cart,mobile_app,2024-03-24 06:29:20
1087.0,549,2.6,view,mobile_app,INVALID_DATE
1108.0,517,3.6,add_to_cart,mobile_app,2024-01-21 15:01:47
1139.0,504,4.3,purchase,web,2024-03-30 07:41:04
1200.0,542,4.2,view,mobile_app,2024-01-11 00:15:12
1006.0,540,4.1,view,mobile_app,2024-02-09 07:08:30
1172.0,508,3.6,view,web,2024-05-24 06:29:44
1066.0,550,3.4,add_to_cart,mobile_app,2024-04-04 05:38:38
1192.0,546,3.6,view,mobile_app,2024-01-30 05:19:06
1149.0,502,5.0,view,web,2024-03-20 18:43:58
1097.0,526,4.3,view,web,2024-02-20 02:37:44
1161.0,516,4.5,view,mobile_app,2024-01-27 22:49:19
1176.0,539,4.9,view,mobile_app,2024-01-31 18:50:02
1089.0,535,5.0,view,mobile_app,2024-04-19 21:23:04
1130.0,542,5.0,add_to_cart,web,2024-03-28 00:54:26
1126.0,507,3.9,add_to_cart,mobile_app,2024-04-20 11:40:57
1118.0,546,3.6,purchase,mobile_app,2024-02-09 13:11:46
1134.0,542,4.3,view,mobile_app,2024-03-10 19:51:58
1138.0,550,2.4,view,mobile_app,2024-05-03 14:27:52
1188.0,538,4.1,view,mobile_app,2024-03-09 10:54:15
1023.0,518,3.2,view,mobile_app,2024-04-25 07:48:29
1146.0,540,3.0,add_to_cart,web,2024-06-20 12:21:01
1127.0,521,4.1,view,mobile_app,2024-02-16 15:13:22
1067.0,522,5.0,add_to_cart,mobile_app,2024-03-12 19:44:56
1071.0,536,5.0,view,web,2024-01-03 16:12:05
1062.0,547,3.0,view,mobile_app,2024-04-14 15:35:48
1062.0,545,5.0,view,mobile_app,2024-05-01 20:45:31
1115.0,502,5.0,view,mobile_app,2024-01-24 09:14:25
1178.0,516,4.6,purchase,mobile_app,2024-03-19 21:37:23
1122.0,536,5.0,add_to_cart,web,2024-05-15 11:27:47
1141.0,522,4.5,view,mobile_app,2024-03-31 22:29:17
1079.0,517,5.0,purchase,mobile_app,2024-02-29 03:46:12
1081.0,508,3.0,view,web,2024-05-17 22:11:12
1056.0,548,4.9,view,web,2024-05-03 08:46:37
1195.0,534,4.3,view,web,2024-06-01 09:06:53
1050.0,519,4.0,view,mobile_app,2024-02-28 11:11:19
1004.0,546,2.6,view,web,2024-05-16 04:17:02
1014.0,536,4.3,view,mobile_app,2024-03-15 22:08:40
1193.0,532,4.2,view,web,INVALID_DATE
1121.0,531,2.8,purchase,web,2024-04-22 10:11:03
1065.0,531,4.9,view,mobile_app,2024-01-30 02:25:31
1019.0,537,4.4,view,mobile_app,2024-06-10 21:03:09
1039.0,537,3.7,view,mobile_app,2024-03-18 02:15:07
1143.0,549,4.6,view,mobile_app,2024-04-16 19:38:50
1159.0,515,3.3,view,web,2024-05-13 12:28:58
1114.0,520,4.5,view,web,2024-05-30 13:19:36
1159.0,504,3.6,add_to_cart,mobile_app,2024-06-05 23:06:48
1054.0,541,1.0,view,mobile_app,2024-02-24 08:42:05
1041.0,516,5.0,view,web,2024-02-14 17:04:10
1001.0,527,1.5,add_to_cart,web,2024-04-25 22:38:30
1075.0,503,3.0,view,web,2024-02-29 09:45:18
1180.0,530,5.0,view,web,2024-01-19 21:14:59
1068.0,541,3.7,view,mobile_app,2024-05-30 21:51:59
1051.0,528,2.1,add_to_cart,web,2024-01-30 17:14:41
1039.0,518,3.3,view,web,2024-02-06 02:03:10
1079.0,539,4.1,add_to_cart,web,2024-05-25 09:28:07
1120.0,545,5.0,add_to_cart,web,2024-03-18 22:25:17
1129.0,535,5.0,view,web,2024-05-06 14:05:38
1011.0,528,2.3,view,web,2024-03-23 19:16:01
1024.0,515,3.5,view,mobile_app,2024-06-21 18:37:01
1196.0,544,4.0,add_to_cart,web,2024-03-09 18:02:48
1194.0,512,4.4,view,web,2024-04-30 16:41:28
1072.0,512,3.8,add_to_cart,web,2024-05-29 13:40:52
1126.0,506,1.3,view,mobile_app,2024-04-30 11:26:21
1083.0,543,5.0,add_to_cart,web,2024-01-27 05:21:26
1178.0,532,2.8,purchase,mobile_app,2024-03-14 21:25:52
1195.0,536,5.0,view,web,2024-01-10 14:05:20
1065.0,521,5.0,add_to_cart,web,2024-01-30 12:55:32
1001.0,543,3.2,view,mobile_app,2024-05-18 14:26:03
1049.0,534,3.5,view,web,2024-04-02 19:48:31
1161.0,529,3.7,view,mobile_app,2024-01-14 06:17:35
1034.0,519,4.9,view,mobile_app,2024-04-22 22:31:07
1008.0,541,1.9,add_to_cart,mobile_app,2024-06-04 07:45:10
1080.0,536,4.8,add_to_cart,mobile_app,2024-01-04 17:26:05
1058.0,508,4.2,view,mobile_app,2024-04-28 03:41:53
1040.0,532,1.4,view,web,2024-03-15 16:45:17
1107.0,531,3.9,view,mobile_app,2024-04-30 07:29:35
1038.0,525,5.0,view,web,2024-02-18 19:32:47
1035.0,505,2.6,view,web,2024-03-11 13:21:59
1130.0,518,2.1,view,mobile_app,2024-01-01 09:46:19
1151.0,538,4.5,add_to_cart,mobile_app,2024-06-17 15:55:09
1115.0,535,4.2,view,web,2024-05-03 11:21:35
1196.0,535,5.0,view,web,2024-04-06 14:59:20
1049.0,545,5.0,view,mobile_app,2024-03-02 18:24:14
1199.0,527,2.5,view,web,2024-01-12 10:47:30
1181.0,525,4.8,add_to_cart,web,2024-04-08 21:50:52
1167.0,510,4.1,view,mobile_app,2024-05-06 01:08:32
1152.0,522,4.8,view,mobile_app,2024-01-26 14:06:33
1117.0,501,5.0,view,web,2024-02-06 13:55:41
1040.0,505,3.1,view,mobile_app,2024-04-30 08:21:39
1178.0,526,5.0,purchase,mobile_app,2024-06-15 02:54:21
1173.0,535,5.0,add_to_cart,mobile_app,2024-04-07 10:40:45
1195.0,532,3.7,view,mobile_app,2024-05-18 01:39:04
1061.0,541,3.0,view,mobile_app,2024-06-24 09:14:47
1024.0,528,2.7,purchase,web,2024-01-26 20:45:55
1026.0,529,2.6,purchase,mobile_app,2024-02-12 22:19:57
1008.0,503,4.5,purchase,mobile_app,INVALID_DATE
1096.0,528,2.6,view,mobile_app,2024-02-07 07:33:26
1145.0,544,5.0,view,mobile_app,2024-02-16 05:11:05
1157.0,525,4.5,view,mobile_app,2024-06-07 21:15:31
1150.0,510,2.4,view,mobile_app,2024-02-29 14:40:16
1118.0,517,4.1,view,mobile_app,2024-06-19 00:57:51
1120.0,519,4.4,view,mobile_app,2024-06-22 17:10:04
1114.0,523,4.2,view,web,2024-05-30 09:40:27
1177.0,517,4.9,purchase,web,2024-04-26 09:12:24
1124.0,507,3.7,purchase,mobile_app,2024-03-01 12:36:22
1148.0,519,5.0,purchase,web,2024-06-28 09:01:53
1169.0,526,4.3,view,mobile_app,2024-03-11 00:36:55
1176.0,550,4.2,purchase,mobile_app,2024-01-13 19:47:31
1074.0,550,2.8,view,mobile_app,2024-02-28 19:51:22
1057.0,541,3.8,view,web,2024-02-18 19:16:43
1194.0,547,3.3,view,web,2024-06-17 21:53:08
1161.0,507,2.9,view,web,2024-06-09 20:02:19
1113.0,503,3.6,view,mobile_app,2024-05-28 11:46:08
1024.0,519,5.0,view,mobile_app,2024-03-24 23:26:11
1052.0,509,4.7,purchase,mobile_app,2024-05-18 11:33:32
1070.0,511,4.8,add_to_cart,web,2024-03-06 15:51:18
1192.0,522,4.4,add_to_cart,mobile_app,2024-01-30 14:04:09
1194.0,515,3.7,view,web,2024-06-22 23:43:25
1143.0,524,3.0,add_to_cart,web,2024-01-24 12:00:16
1138.0,508,2.9,view,mobile_app,2024-04-26 11:43:47
1173.0,517,5.0,add_to_cart,web,2024-05-29 12:52:40
1096.0,507,3.2,add_to_cart,web,2024-06-21 07:30:01
1159.0,536,4.8,view,mobile_app,2024-03-24 19:14:41
1017.0,541,1.4,view,mobile_app,2024-04-28 22:19:41
1105.0,508,2.9,purchase,mobile_app,2024-02-05 01:02:19
1127.0,508,3.1,purchase,mobile_app,2024-01-25 07:56:34
1035.0,525,5.0,view,web,2024-04-26 11:42:47
1179.0,535,5.0,view,web,2024-04-17 18:47:46
1040.0,527,2.6,view,web,2024-06-16 03:53:31
1158.0,527,4.0,add_to_cart,web,2024-03-12 01:44:23
1056.0,529,3.4,view,mobile_app,2024-04-23 07:54:23
1026.0,544,5.0,add_to_cart,web,2024-04-04 17:57:41
1092.0,504,4.6,view,mobile_app,2024-04-11 08:12:07
1117.0,506,4.4,add_to_cart,mobile_app,2024-06-18 06:41:40
1153.0,502,5.0,add_to_cart,mobile_app,2024-01-13 10:15:08
1145.0,514,4.2,add_to_cart,mobile_app,2024-01-18 17:13:37
1056.0,515,3.1,view,mobile_app,2024-03-25 04:50:57
1153.0,501,5.0,view,mobile_app,2024-03-11 04:08:34
1065.0,512,5.0,view,web,2024-01-29 21:55:01
1034.0,501,5.0,add_to_cart,mobile_app,2024-04-01 07:37:20
1005.0,512,3.9,add_to_cart,mobile_app,2024-03-08 01:08:47
1108.0,534,4.0,add_to_cart,web,2024-01-30 23:04:30
1115.0,550,3.3,purchase,web,2024-04-02 16:37:06
1116.0,533,5.0,add_to_cart,mobile_app,2024-02-26 19:02:46
1169.0,534,3.1,view,mobile_app,2024-03-18 14:41:01
1016.0,531,5.0,view,mobile_app,2024-04-12 13:43:06
1126.0,546,4.8,view,mobile_app,2024-04-23 02:57:05
1083.0,539,2.3,purchase,mobile_app,2024-02-07 02:08:17
1160.0,541,2.2,add_to_cart,web,2024-05-29 17:45:20
1098.0,539,3.8,view,web,2024-05-15 09:29:32
1155.0,528,3.8,add_to_cart,web,2024-01-26 22:07:54
1168.0,542,4.6,view,mobile_app,2024-05-21 23:55:13
1111.0,529,2.3,view,mobile_app,2024-02-28 13:21:52
1117.0,526,2.9,add_to_cart,web,2024-04-16 23:06:20
1110.0,521,5.0,add_to_cart,web,2024-06-19 08:23:09
1176.0,531,4.5,purchase,web,2024-01-18 02:53:05
1024.0,528,3.1,view,mobile_app,2024-01-25 23:47:23
1034.0,536,4.5,view,web,2024-01-16 18:35:35
1085.0,543,4.5,purchase,web,2024-02-01 13:22:55
1171.0,549,4.8,view,web,2024-04-18 23:03:18
1154.0,520,3.6,purchase,mobile_app,2024-03-31 03:36:32
1055.0,510,3.8,purchase,web,2024-06-17 15:14:54
1028.0,523,4.3,add_to_cart,mobile_app,2024-05-22 11:07:48
1072.0,537,5.0,add_to_cart,mobile_app,2024-02-27 13:54:35
1197.0,540,3.3,add_to_cart,mobile_app,2024-06-06 21:41:35
1007.0,539,4.1,view,web,2024-06-17 22:17:01
1047.0,518,2.4,view,mobile_app,2024-06-28 09:58:21
1090.0,501,5.0,view,mobile_app,2024-02-16 04:36:42
1103.0,505,3.9,view,mobile_app,2024-02-06 23:40:01
1024.0,548,4.3,view,web,2024-05-15 06:24:26
1117.0,522,4.0,add_to_cart,web,2024-02-10 11:19:46
1084.0,550,1.2,add_to_cart,mobile_app,2024-05-25 19:05:56
1014.0,510,1.9,view,mobile_app,2024-02-10 19:03:43
1021.0,518,2.9,view,mobile_app,2024-04-23 21:27:31
1156.0,529,4.6,view,web,2024-04-16 08:13:48
1132.0,508,4.1,view,mobile_app,2024-03-29 13:07:18
1174.0,544,4.8,view,web,2024-05-31 15:33:42
1079.0,503,3.1,view,web,2024-02-26 12:38:03
1002.0,514,5.0,add_to_cart,web,2024-03-18 06:49:08
1196.0,517,4.7,view,web,2024-03-15 10:07:00
1128.0,548,5.0,view,mobile_app,2024-04-20 05:08:24
1137.0,546,4.6,view,mobile_app,2024-02-28 16:35:53
1172.0,523,4.6,add_to_cart,mobile_app,2024-01-19 12:55:47
1011.0,528,2.9,view,mobile_app,2024-01-05 14:58:04
1081.0,537,5.0,view,mobile_app,2024-04-19 18:25:45
1164.0,527,2.8,view,mobile_app,2024-03-15 03:25:01
1084.0,511,4.4,purchase,web,2024-06-07 14:53:44
1093.0,506,2.6,purchase,web,2024-04-21 03:15:27
1151.0,526,5.0,add_to_cart,mobile_app,2024-05-14 02:25:55
1080.0,548,4.4,view,mobile_app,2024-03-27 07:21:49
1044.0,505,3.2,view,mobile_app,2024-05-10 20:07:33
1131.0,513,4.3,view,web,2024-03-30 11:46:52
1166.0,510,2.5,purchase,mobile_app,2024-03-01 03:09:16
1051.0,512,3.6,add_to_cart,web,2024-06-03 04:48:48
1168.0,505,2.2,purchase,web,2024-02-15 20:31:29
1194.0,537,3.4,purchase,mobile_app,2024-05-28 14:43:59
1145.0,542,5.0,view,mobile_app,2024-06-11 19:20:55
1161.0,521,4.5,purchase,web,2024-02-08 14:04:30
1114.0,541,3.2,purchase,web,2024-03-18 08:37:03
1091.0,533,2.7,add_to_cart,mobile_app,2024-01-19 09:29:28
1010.0,504,3.5,add_to_cart,mobile_app,2024-04-04 09:04:41
1024.0,540,3.5,view,web,2024-06-01 16:24:29
1149.0,536,4.6,view,mobile_app,2024-01-11 14:58:51
1147.0,542,5.0,view,mobile_app,2024-02-18 10:38:30
1129.0,510,3.6,view,web,2024-01-16 14:06:51
1088.0,546,2.5,purchase,web,2024-01-22 16:41:11
1011.0,516,3.5,add_to_cart,web,2024-04-22 14:33:33
1157.0,511,5.0,purchase,mobile_app,2024-04-03 11:58:18
1100.0,527,2.7,view,mobile_app,2024-03-27 21:38:03
1162.0,542,3.6,view,web,2024-03-26 02:21:06
1143.0,544,5.0,view,web,2024-04-08 09:16:46
1169.0,539,4.2,view,mobile_app,2024-02-08 10:05:37
1170.0,510,2.4,add_to_cart,mobile_app,2024-03-30 09:41:44
1170.0,526,5.0,view,mobile_app,2024-02-03 19:45:05
1080.0,536,4.4,view,web,2024-04-06 20:50:21
1033.0,543,4.4,view,mobile_app,2024-06-28 23:43:58
1135.0,506,3.6,view,mobile_app,2024-06-14 21:27:32
1093.0,502,4.7,view,web,2024-04-02 09:11:13
1088.0,550,3.9,view,mobile_app,2024-05-04 06:14:08
1040.0,505,3.5,view,mobile_app,2024-03-16 03:32:49
1139.0,548,5.0,view,mobile_app,2024-05-14 01:42:21
1197.0,540,2.4,purchase,web,2024-02-03 19:24:09
1042.0,512,4.5,purchase,web,2024-06-26 19:51:57
1043.0,547,5.0,add_to_cart,mobile_app,2024-04-22 01:26:23
1174.0,547,4.5,view,mobile_app,2024-03-01 14:39:18
1193.0,548,5.0,purchase,mobile_app,2024-04-24 07:34:15
1080.0,531,5.0,view,mobile_app,2024-02-19 11:43:36
1113.0,530,5.0,view,mobile_app,2024-03-13 12:32:33
1108.0,511,5.0,purchase,web,2024-02-21 19:08:55
1065.0,504,3.4,purchase,web,2024-06-13 15:55:23
1142.0,507,3.9,view,mobile_app,2024-05-12 03:18:05
1196.0,511,5.0,purchase,web,2024-03-10 14:57:32
1038.0,528,3.5,add_to_cart,mobile_app,2024-01-24 07:52:28
1090.0,502,3.7,add_to_cart,web,2024-04-16 01:25:32
1096.0,516,4.4,view,web,2024-04-08 02:23:14
1008.0,521,5.0,view,web,2024-01-26 22:41:21
1038.0,509,5.0,view,web,2024-01-10 09:58:53
1121.0,545,4.3,view,web,2024-02-05 22:30:28
1158.0,501,5.0,add_to_cart,mobile_app,2024-01-21 00:16:13
1039.0,536,5.0,view,mobile_app,2024-06-04 16:27:07
1199.0,519,2.8,view,web,2024-03-01 09:07:03
1062.0,527,4.4,view,web,2024-06-12 19:29:04
1029.0,532,3.7,add_to_cart,mobile_app,2024-06-01 17:01:40
1132.0,537,5.0,add_to_cart,mobile_app,2024-03-02 22:09:18
1110.0,501,5.0,view,mobile_app,2024-06-06 11:15:36
1107.0,512,5.0,view,mobile_app,2024-06-19 21:05:33
1093.0,505,2.6,view,web,2024-05-14 17:32:50
1130.0,536,4.4,view,web,2024-01-06 12:55:30
1012.0,541,2.8,view,mobile_app,2024-04-09 11:16:47
1005.0,523,5.0,add_to_cart,web,2024-01-18 11:15:46
1169.0,541,1.9,view,mobile_app,2024-01-27 18:47:48
1086.0,509,3.8,view,mobile_app,2024-01-12 11:34:21
1165.0,512,4.5,view,web,2024-06-24 14:44:30
1162.0,512,5.0,purchase,mobile_app,2024-02-04 02:45:49
1118.0,503,3.8,view,mobile_app,2024-03-16 06:02:50
1052.0,503,4.7,purchase,mobile_app,2024-03-21 09:32:25
1140.0,531,5.0,view,web,2024-03-05 01:48:41
1049.0,519,4.8,add_to_cart,web,2024-04-01 01:55:41
1085.0,518,1.9,add_to_cart,web,2024-02-01 11:27:56
1103.0,548,4.3,add_to_cart,web,2024-04-22 12:21:11
1128.0,545,4.5,add_to_cart,mobile_app,2024-05-07 11:59:51
1133.0,518,3.1,view,web,2024-01-22 23:27:05
1111.0,539,4.0,view,web,2024-02-16 17:18:20
1027.0,506,3.3,view,mobile_app,2024-03-24 21:18:19
1115.0,539,4.3,view,web,2024-04-19 05:44:28
1090.0,529,5.0,view,mobile_app,2024-01-11 23:55:58
1091.0,540,2.5,view,mobile_app,2024-04-21 08:40:50
1015.0,505,4.5,add_to_cart,mobile_app,2024-06-20 20:25:23
1132.0,548,5.0,view,web,2024-06-22 05:01:09
1156.0,544,5.0,view,mobile_app,2024-04-22 01:08:04
1061.0,550,2.7,view,web,2024-06-14 11:23:24
1146.0,503,2.8,view,mobile_app,2024-06-03 04:43:28
1095.0,524,3.7,purchase,mobile_app,2024-04-23 02:36:08
1136.0,524,2.3,view,web,2024-04-11 10:41:17
1064.0,508,4.4,purchase,mobile_app,2024-01-07 23:11:31
1133.0,525,3.9,view,mobile_app,2024-05-23 03:16:49
1067.0,546,3.3,view,mobile_app,2024-04-24 06:39:18
1178.0,532,2.8,view,mobile_app,2024-02-21 03:08:54
1019.0,529,3.6,view,mobile_app,2024-02-14 22:28:05
1175.0,521,3.7,add_to_cart,web,2024-06-19 11:45:04
1141.0,535,5.0,purchase,web,2024-03-15 09:54:10
1183.0,546,4.4,view,web,2024-06-28 20:11:50
1093.0,533,5.0,view,mobile_app,2024-02-27 03:12:50
,516,4.6,view,mobile_app,2024-05-06 00:23:35
1147.0,524,3.7,add_to_cart,mobile_app,2024-04-29 17:08:39
1023.0,505,3.1,view,web,2024-03-20 12:45:46
1123.0,534,2.8,view,mobile_app,2024-04-15 13:52:36
1019.0,509,2.9,view,web,2024-03-22 20:04:28
1120.0,544,4.1,add_to_cart,mobile_app,2024-05-12 11:08:56
1200.0,536,2.9,purchase,mobile_app,2024-06-12 18:11:49
1034.0,528,2.6,view,mobile_app,2024-05-08 01:53:07
1133.0,510,2.6,purchase,mobile_app,2024-03-18 05:10:20
1182.0,515,2.7,view,web,2024-03-29 16:57:18
1021.0,517,5.0,view,mobile_app,2024-02-20 20:35:17
1033.0,541,2.7,add_to_cart,mobile_app,2024-03-18 19:34:05
1129.0,542,4.7,view,mobile_app,2024-02-13 18:37:09
1044.0,543,4.5,add_to_cart,mobile_app,2024-06-08 23:57:38
1087.0,537,5.0,view,mobile_app,2024-01-11 00:05:02
1165.0,550,2.3,view,web,2024-05-27 08:41:13
1197.0,537,4.4,view,web,2024-04-16 19:40:01
1128.0,541,2.7,purchase,web,2024-05-19 09:41:19
1124.0,516,5.0,view,mobile_app,2024-06-24 12:19:29
1019.0,545,4.2,add_to_cart,web,2024-01-16 05:28:26
1124.0,530,4.4,add_to_cart,mobile_app,2024-02-22 10:38:09
1081.0,546,3.7,view,mobile_app,2024-03-22 23:55:22
1103.0,509,5.0,view,mobile_app,2024-04-04 16:35:06
1082.0,516,4.0,add_to_cart,web,2024-04-29 03:17:28
1064.0,510,2.5,view,mobile_app,2024-01-25 01:18:24
1158.0,527,3.0,view,mobile_app,2024-03-04 05:52:20
1148.0,547,5.0,view,web,2024-03-21 06:48:10
1128.0,533,2.9,view,web,2024-04-29 15:56:19
1128.0,502,4.5,add_to_cart,mobile_app,2024-01-24 12:32:29
1062.0,514,3.4,view,web,2024-05-29 11:03:03
1073.0,532,1.0,add_to_cart,web,2024-06-01 20:43:30
1074.0,535,3.7,view,web,2024-01-03 03:27:08
1068.0,547,4.6,purchase,mobile_app,2024-04-03 12:23:02
1103.0,504,4.0,view,mobile_app,2024-05-25 17:12:23
1142.0,519,5.0,view,mobile_app,2024-01-19 12:32:28
1196.0,536,4.6,view,web,2024-03-12 19:43:39
1031.0,509,3.2,add_to_cart,mobile_app,2024-01-25 12:23:50
1087.0,536,3.5,view,mobile_app,2024-04-03 04:12:38
1131.0,526,3.4,purchase,mobile_app,2024-05-08 01:02:02
1036.0,546,3.4,add_to_cart,web,2024-03-26 15:33:29
1039.0,539,4.4,view,mobile_app,2024-05-11 04:20:59
1157.0,521,5.0,add_to_cart,mobile_app,2024-02-11 12:39:47
1077.0,538,3.2,add_to_cart,mobile_app,2024-03-27 16:53:32
1137.0,532,2.9,view,mobile_app,2024-05-24 09:30:52
1005.0,524,2.9,view,mobile_app,2024-03-25 21:07:26
1150.0,520,4.3,view,web,2024-06-25 20:01:38
1122.0,517,4.4,purchase,mobile_app,2024-06-16 18:36:14
1185.0,504,3.0,view,mobile_app,2024-05-29 15:10:33
1162.0,547,3.6,add_to_cart,web,2024-06-07 12:09:52
1175.0,516,5.0,view,web,2024-01-09 18:44:07
1049.0,502,5.0,view,mobile_app,2024-04-22 10:26:09
1106.0,545,5.0,add_to_cart,web,2024-02-22 13:32:49
1157.0,531,4.4,view,web,2024-01-16 22:08:33
1054.0,536,5.0,add_to_cart,mobile_app,2024-03-24 21:30:33
1097.0,521,5.0,view,mobile_app,2024-02-14 14:58:34
1088.0,535,4.4,purchase,mobile_app,2024-03-31 21:49:55
1185.0,544,5.0,view,mobile_app,2024-06-13 22:16:39
1124.0,513,4.7,view,web,2024-03-04 08:35:19
1058.0,520,5.0,purchase,web,2024-03-14 22:13:44
1181.0,532,2.0,view,mobile_app,2024-03-22 15:22:35
1185.0,518,1.3,purchase,web,2024-03-14 03:36:43
1140.0,525,4.7,purchase,mobile_app,2024-04-11 11:49:51
1038.0,519,4.6,view,mobile_app,2024-01-11 09:45:05
1089.0,529,3.3,add_to_cart,mobile_app,2024-06-16 08:47:30
1055.0,513,4.5,add_to_cart,mobile_app,2024-05-17 08:59:35
1179.0,518,3.4,view,mobile_app,2024-02-05 03:39:47
1151.0,516,5.0,purchase,mobile_app,2024-03-03 01:42:57
1136.0,515,3.6,add_to_cart,web,2024-06-12 07:03:06
1106.0,522,3.8,view,mobile_app,2024-04-30 03:43:49
1036.0,501,5.0,view,mobile_app,2024-05-20 05:26:41
1122.0,531,5.0,view,mobile_app,2024-06-15 06:48:18
1083.0,519,5.0,add_to_cart,mobile_app,2024-06-14 01:58:49
1023.0,542,5.0,view,mobile_app,2024-05-26 07:34:47
1186.0,503,3.5,add_to_cart,web,2024-02-14 13:56:53
1046.0,503,3.0,view,mobile_app,2024-04-11 15:11:59
1192.0,519,3.8,view,mobile_app,2024-01-10 00:19:36
1155.0,507,4.0,view,web,2024-03-26 09:29:41
1140.0,534,2.8,purchase,web,2024-05-06 04:54:32
1120.0,518,3.4,view,web,2024-02-19 03:21:10
1188.0,530,5.0,purchase,web,2024-06-14 08:45:11
1004.0,548,4.6,view,mobile_app,2024-03-27 09:36:43
1194.0,513,4.4,view,web,2024-02-14 19:54:40
1104.0,528,3.3,add_to_cart,web,2024-05-11 10:05:25
1172.0,507,2.4,add_to_cart,web,2024-02-17 04:30:20
1064.0,501,5.0,view,mobile_app,2024-03-07 12:15:28
1193.0,518,2.5,view,mobile_app,2024-03-25 09:37:46
1147.0,501,5.0,view,mobile_app,2024-03-07 20:23:44
,504,4.9,view,mobile_app,2024-06-19 03:29:19
1041.0,526,5.0,view,web,2024-06-24 16:59:57
1181.0,550,3.0,add_to_cart,mobile_app,2024-03-20 22:07:40
1076.0,524,3.2,add_to_cart,mobile_app,2024-06-06 07:14:08
1123.0,510,1.8,view,web,2024-04-26 23:38:23
1107.0,545,4.8,view,web,2024-05-20 15:48:34
1171.0,514,5.0,purchase,mobile_app,2024-03-04 21:48:38
1021.0,534,4.0,add_to_cart,web,2024-04-24 16:45:23
1020.0,537,5.0,view,web,2024-01-29 01:53:35
1130.0,513,4.7,add_to_cart,web,2024-05-26 17:09:10
1084.0,534,5.0,view,web,2024-04-23 03:43:13
1184.0,538,4.9,view,web,2024-05-05 02:57:32
1115.0,504,4.2,view,mobile_app,2024-04-26 04:32:26
1117.0,537,3.2,view,web,2024-01-15 17:29:43
1079.0,547,4.8,view,mobile_app,2024-01-06 12:16:52
1001.0,548,4.4,view,web,2024-02-25 18:04:02
1109.0,523,4.0,view,mobile_app,2024-06-28 02:34:03
